Date,02T,03T(เก่า),03T(ใหม่),05T,07T,10T,11T,12T,15T,59T,61T,48T,49T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T(เก่า),34T(ใหม่),35T,36T,37A,38A,39T,40T,41T,42T,43T,46T,47T,60T,62T,63T,44T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T
1/1/2015,47,41,N/A,39,N/A,51,N/A,44,22,N/A,51,49,N/A,N/A,N/A,18,47,N/A,50,69,58,43,51,41,46,81,N/A,69,16,N/A,66,43,65,53,49,N/A,46,15,N/A,39,48,56,48,28,60,49,N/A,31,49,N/A,42,44,35,53,35,30,40,52,46,47,41,55,44,48
1/2/2015,54,51,N/A,49,N/A,60,N/A,54,27,N/A,59,56,N/A,N/A,N/A,21,56,N/A,63,74,72,52,60,58,61,90,N/A,85,19,N/A,82,53,76,60,58,N/A,55,17,N/A,58,42,57,64,30,62,64,N/A,31,72,N/A,52,42,33,50,39,29,43,45,73,48,49,N/A,50,59
1/3/2015,74,71,N/A,63,N/A,82,N/A,68,29,N/A,76,86,N/A,N/A,N/A,27,78,N/A,80,89,96,70,85,76,69,90,N/A,83,21,N/A,103,56,76,72,63,N/A,56,19,N/A,52,58,83,102,38,84,100,N/A,38,63,N/A,55,52,39,55,51,32,48,58,87,55,55,N/A,46,62
1/4/2015,86,84,N/A,85,N/A,93,N/A,93,32,N/A,87,103,N/A,N/A,N/A,32,94,N/A,93,99,114,87,91,93,76,118,N/A,98,21,N/A,99,71,90,83,67,N/A,69,22,N/A,60,73,91,88,58,N/A,101,N/A,36,85,N/A,61,39,30,45,55,34,53,67,88,66,61,69,52,71
1/5/2015,81,85,N/A,76,N/A,99,N/A,102,30,N/A,94,102,N/A,N/A,N/A,33,87,N/A,102,109,103,81,97,77,98,118,N/A,148,19,N/A,91,80,99,74,70,N/A,73,22,N/A,66,74,81,75,51,N/A,120,N/A,40,107,N/A,79,35,28,42,65,35,67,60,96,68,52,90,55,66
1/6/2015,57,N/A,N/A,68,N/A,81,N/A,75,28,N/A,77,69,N/A,N/A,N/A,26,67,N/A,77,115,94,66,99,71,66,100,N/A,168,18,N/A,82,68,87,62,60,N/A,67,19,N/A,51,50,82,92,54,N/A,111,N/A,20,134,N/A,66,21,23,40,48,33,68,58,107,65,59,80,47,60
1/7/2015,37,35,N/A,33,N/A,48,N/A,51,21,N/A,46,47,N/A,69,19,19,46,N/A,57,91,48,35,51,32,63,99,68,191,17,62,61,51,73,45,49,N/A,56,17,N/A,55,54,88,72,51,110,129,N/A,16,102,N/A,53,16,17,36,47,26,65,71,97,62,54,87,45,63
1/8/2015,41,37,N/A,26,N/A,40,N/A,50,23,N/A,41,49,N/A,63,21,18,46,N/A,49,52,52,39,51,33,39,60,50,134,13,45,47,46,65,40,46,N/A,47,16,N/A,62,71,90,68,34,72,53,32,16,32,N/A,33,31,23,32,50,33,47,76,88,48,34,53,68,51
1/9/2015,41,42,N/A,35,N/A,47,N/A,46,22,N/A,47,51,N/A,49,21,16,49,N/A,51,61,59,42,51,41,50,72,54,100,12,46,61,44,63,46,43,N/A,N/A,14,N/A,13,28,25,17,15,26,50,40,23,35,N/A,42,37,26,40,15,23,25,23,N/A,14,37,45,24,48
1/10/2015,49,51,N/A,47,N/A,63,N/A,61,25,N/A,59,67,N/A,61,24,23,58,N/A,73,79,70,50,66,63,60,81,81,116,16,74,77,61,74,52,58,N/A,77,22,N/A,9,22,17,8,4,14,37,35,22,38,N/A,51,20,19,41,7,20,6,10,N/A,5,45,34,15,54
1/11/2015,45,44,N/A,N/A,N/A,59,N/A,48,21,N/A,60,54,N/A,60,23,20,46,N/A,46,51,69,44,62,62,36,52,58,91,17,54,50,68,96,73,76,N/A,73,17,N/A,9,16,29,13,7,20,13,N/A,25,29,N/A,55,27,21,37,15,27,10,12,16,17,46,20,24,69
1/12/2015,39,38,N/A,N/A,N/A,48,N/A,44,20,N/A,50,48,N/A,56,20,18,45,N/A,52,49,63,37,57,59,36,54,51,92,14,43,50,55,76,62,64,N/A,65,15,N/A,13,19,45,21,10,25,28,N/A,26,38,N/A,43,42,26,41,22,22,13,22,23,18,36,25,28,57
1/13/2015,45,42,N/A,N/A,N/A,53,N/A,49,23,N/A,56,N/A,N/A,59,20,19,57,N/A,58,62,65,43,60,53,42,62,68,99,15,58,80,42,56,42,49,N/A,54,13,N/A,25,26,47,29,14,27,35,36,26,49,N/A,39,32,24,43,25,23,32,32,29,25,46,38,N/A,48
1/14/2015,66,62,N/A,N/A,N/A,85,69,74,29,N/A,82,N/A,N/A,84,30,26,80,N/A,77,78,93,65,83,87,62,110,95,121,21,78,104,60,85,57,68,N/A,72,18,N/A,34,41,69,52,21,36,65,44,27,69,N/A,57,34,22,37,34,27,34,45,45,37,50,N/A,37,68
1/15/2015,71,76,N/A,N/A,N/A,80,73,76,30,N/A,83,80,N/A,89,32,26,88,N/A,88,98,96,70,83,79,93,94,105,150,20,107,132,68,98,70,81,N/A,83,19,N/A,39,52,63,53,26,52,108,40,27,87,N/A,60,34,28,45,40,27,41,55,66,36,57,N/A,47,64
1/16/2015,82,86,N/A,N/A,N/A,98,88,86,32,N/A,100,91,N/A,101,36,29,98,N/A,108,123,105,78,99,87,86,115,128,177,22,106,149,75,118,82,86,N/A,73,20,N/A,42,50,67,51,27,63,138,70,41,78,N/A,65,48,40,63,38,23,46,58,66,39,60,N/A,N/A,78
1/17/2015,64,66,N/A,N/A,N/A,65,68,70,28,N/A,69,64,N/A,75,26,23,72,N/A,79,93,81,61,80,84,68,90,101,129,20,112,126,71,90,68,75,N/A,65,20,N/A,47,67,82,52,37,73,82,81,51,66,N/A,60,48,43,65,38,27,48,56,63,42,68,N/A,43,71
1/18/2015,85,73,N/A,N/A,N/A,82,78,90,32,N/A,86,77,N/A,95,34,26,82,N/A,92,111,100,74,98,93,84,84,113,116,22,115,146,84,105,76,80,N/A,76,21,N/A,57,76,76,79,40,67,99,67,40,62,N/A,60,40,33,46,47,52,56,59,73,46,57,N/A,35,82
1/19/2015,64,61,N/A,N/A,N/A,70,56,71,27,N/A,72,64,N/A,68,26,23,64,N/A,79,93,80,61,76,74,68,79,99,110,19,97,115,76,102,N/A,84,N/A,71,18,N/A,72,83,85,78,46,72,88,64,39,69,N/A,57,41,32,52,54,52,52,60,77,48,53,65,50,77
1/20/2015,75,75,N/A,N/A,N/A,78,73,72,30,N/A,83,69,N/A,87,30,26,86,N/A,97,113,N/A,69,88,83,73,95,101,152,21,93,131,71,104,77,82,N/A,72,18,N/A,71,80,74,76,50,84,108,58,39,97,N/A,60,50,38,52,64,49,53,63,75,62,72,79,55,70
1/21/2015,93,93,N/A,N/A,N/A,103,81,101,36,N/A,106,93,N/A,100,42,32,97,N/A,131,128,124,89,109,109,91,N/A,133,258,25,116,183,111,135,91,105,N/A,109,28,N/A,55,64,83,75,43,87,123,N/A,51,118,N/A,75,44,38,50,52,35,63,60,81,57,67,89,40,87
1/22/2015,107,126,N/A,N/A,N/A,125,105,122,39,N/A,129,118,N/A,139,49,36,112,N/A,137,170,151,124,133,118,109,153,157,234,25,98,208,117,139,92,109,N/A,124,32,N/A,44,47,76,72,37,99,112,N/A,53,101,115,91,48,45,N/A,38,26,54,57,70,39,83,87,33,98
1/23/2015,100,104,N/A,N/A,N/A,122,N/A,132,37,N/A,119,111,99,138,49,43,105,N/A,137,143,133,97,125,111,107,115,151,222,28,101,98,110,119,86,88,N/A,104,34,N/A,44,43,61,70,35,N/A,126,N/A,46,114,144,83,45,40,N/A,36,28,53,57,71,42,83,95,27,78
1/24/2015,61,62,N/A,N/A,N/A,84,N/A,75,28,N/A,78,70,N/A,83,30,34,66,N/A,87,113,90,66,67,69,84,114,95,227,26,91,77,85,110,74,80,N/A,96,28,N/A,37,50,65,65,39,N/A,137,56,42,139,123,80,48,44,N/A,32,31,59,51,79,44,77,93,26,83
1/25/2015,55,51,N/A,N/A,N/A,88,N/A,70,25,N/A,81,77,77,81,31,37,60,N/A,85,85,N/A,53,65,79,84,121,112,206,28,93,58,72,103,69,75,N/A,82,26,N/A,37,50,71,64,38,N/A,135,63,44,155,130,76,50,47,48,32,30,52,55,N/A,47,97,74,29,65
1/26/2015,60,52,N/A,N/A,N/A,80,N/A,68,27,N/A,78,83,75,85,31,34,51,N/A,85,111,84,57,74,75,N/A,103,98,208,29,102,66,78,101,65,77,N/A,85,27,N/A,52,58,76,70,37,N/A,137,63,42,160,136,80,48,48,49,31,34,51,60,81,38,90,86,33,68
1/27/2015,76,75,N/A,N/A,N/A,97,N/A,96,32,N/A,N/A,107,88,106,37,44,90,N/A,110,128,N/A,75,88,83,N/A,124,107,246,29,114,104,87,113,72,80,N/A,97,24,N/A,51,65,75,68,43,79,119,70,50,156,134,87,47,45,47,40,36,53,64,N/A,45,87,83,36,74
1/28/2015,69,67,N/A,N/A,N/A,90,N/A,84,29,N/A,93,89,88,95,35,47,73,N/A,101,118,92,65,78,75,N/A,134,102,308,31,109,86,88,89,65,76,N/A,95,32,N/A,52,60,68,64,46,96,123,66,50,171,140,99,35,37,40,44,33,54,61,N/A,51,89,78,N/A,64
1/29/2015,70,56,N/A,N/A,N/A,92,N/A,75,26,N/A,93,87,85,92,31,45,70,N/A,75,80,88,61,66,72,72,130,92,251,31,99,54,67,83,56,63,N/A,84,31,N/A,57,64,83,85,46,103,129,61,48,161,168,82,33,37,45,43,39,52,76,N/A,51,83,98,36,60
1/30/2015,55,47,N/A,N/A,N/A,73,N/A,65,24,N/A,71,75,66,79,26,36,57,N/A,63,78,71,58,68,52,90,106,71,181,29,91,49,65,80,52,62,N/A,75,26,N/A,69,70,91,87,54,103,157,59,45,119,162,80,34,36,36,51,37,68,73,N/A,61,71,116,48,63
1/31/2015,64,55,N/A,N/A,N/A,75,N/A,76,25,N/A,71,76,65,81,30,28,54,N/A,73,72,78,61,70,72,96,93,81,163,26,74,N/A,65,82,55,62,N/A,72,25,N/A,69,77,110,122,80,125,129,69,50,69,96,78,41,38,40,77,40,66,79,58,83,75,104,54,60
2/1/2015,76,N/A,N/A,N/A,N/A,89,N/A,87,29,N/A,90,73,66,89,33,26,67,N/A,86,84,99,75,94,97,83,106,93,125,21,92,N/A,65,111,70,74,N/A,73,21,N/A,86,91,105,105,73,103,97,66,48,62,68,79,42,34,40,87,50,48,86,71,63,64,74,63,66
2/2/2015,79,N/A,N/A,N/A,N/A,85,N/A,88,29,N/A,86,67,65,81,28,26,75,N/A,89,98,93,74,89,92,83,91,99,141,21,98,N/A,74,98,74,73,N/A,66,23,N/A,82,85,103,89,50,85,80,57,35,48,67,67,39,N/A,34,64,59,47,71,35,52,65,34,54,75
2/3/2015,76,N/A,N/A,N/A,N/A,78,N/A,76,30,N/A,86,71,66,82,31,23,76,N/A,84,110,97,73,95,95,64,91,77,150,19,105,112,82,111,83,78,N/A,76,21,N/A,70,76,90,91,57,93,82,46,25,51,58,69,37,N/A,26,60,46,45,78,64,55,58,57,59,71
2/4/2015,78,87,N/A,N/A,N/A,88,N/A,95,30,N/A,93,79,81,98,32,28,83,N/A,96,116,110,83,102,100,81,111,95,139,17,105,156,85,110,82,90,N/A,83,22,N/A,66,66,78,95,51,83,105,48,26,63,61,69,33,N/A,32,55,39,47,65,60,59,58,63,47,79
2/5/2015,62,68,N/A,N/A,N/A,77,N/A,89,26,N/A,72,54,49,66,24,22,73,N/A,72,89,88,73,84,80,95,109,77,147,20,115,96,88,126,89,93,N/A,104,22,N/A,61,66,87,83,56,100,93,48,33,55,65,68,42,35,33,44,41,49,62,77,66,64,55,42,87
2/6/2015,72,76,N/A,N/A,N/A,86,N/A,95,28,N/A,83,67,56,78,27,25,76,N/A,85,108,99,80,95,93,95,113,95,140,19,130,97,105,137,101,112,N/A,95,23,N/A,70,71,89,85,58,98,93,52,42,39,58,68,37,34,39,61,46,49,65,N/A,75,63,58,50,98
2/7/2015,80,75,N/A,N/A,N/A,92,N/A,98,31,N/A,90,66,N/A,76,32,27,91,N/A,101,142,114,80,98,89,90,113,103,198,25,121,139,106,134,110,107,N/A,95,23,N/A,70,75,84,76,59,94,97,52,31,73,84,76,44,34,35,64,56,58,65,85,73,75,71,46,102
2/8/2015,91,85,N/A,N/A,N/A,107,N/A,112,34,N/A,104,93,N/A,105,39,35,94,N/A,105,124,121,89,107,109,122,144,112,199,23,134,N/A,93,133,97,111,N/A,109,33,N/A,69,77,99,99,67,118,99,58,34,66,88,94,46,36,37,69,57,61,80,96,79,88,88,50,95
2/9/2015,73,74,N/A,N/A,N/A,N/A,N/A,95,30,N/A,84,74,N/A,77,30,25,66,N/A,85,113,103,75,100,86,103,120,94,130,22,134,N/A,100,131,104,105,N/A,110,24,N/A,88,93,105,100,71,118,82,58,44,66,70,72,42,36,37,78,56,55,85,102,86,63,66,64,90
2/10/2015,80,87,N/A,N/A,N/A,95,N/A,109,32,N/A,96,74,N/A,88,31,29,87,N/A,108,109,118,93,105,109,94,124,102,184,26,129,N/A,108,130,99,112,N/A,128,35,N/A,87,86,106,92,64,112,101,61,44,82,99,79,44,38,38,76,60,67,78,100,85,75,79,58,98
2/11/2015,108,110,N/A,N/A,N/A,119,N/A,135,37,N/A,124,108,N/A,N/A,47,42,116,N/A,149,144,141,109,137,119,118,131,125,241,27,115,123,98,122,89,101,N/A,112,38,N/A,81,82,109,98,69,111,131,67,48,123,120,94,52,48,47,62,63,89,82,93,88,89,100,54,89
2/12/2015,59,57,N/A,N/A,N/A,74,N/A,79,26,N/A,71,70,N/A,71,27,32,47,N/A,62,73,66,56,72,69,75,103,72,161,23,88,53,76,77,60,68,N/A,92,23,N/A,75,81,109,103,79,131,128,71,51,93,144,75,57,48,49,68,63,93,76,105,73,73,114,66,N/A
2/13/2015,52,47,N/A,N/A,N/A,58,N/A,60,23,N/A,60,62,57,63,20,24,39,N/A,50,68,72,53,66,55,65,82,54,102,20,70,48,65,73,53,60,N/A,74,22,N/A,59,65,104,115,79,113,86,68,60,95,129,63,45,44,44,68,58,N/A,55,113,96,70,121,49,N/A
2/14/2015,46,40,N/A,N/A,N/A,50,N/A,49,22,N/A,51,57,57,57,22,21,40,N/A,53,62,60,44,56,46,49,72,48,74,17,56,42,47,55,43,47,N/A,54,19,N/A,57,71,80,77,49,75,74,64,50,94,72,44,40,36,43,51,53,77,53,82,58,36,89,47,45
2/15/2015,42,37,N/A,N/A,N/A,52,N/A,58,21,N/A,52,56,56,60,21,25,50,N/A,54,55,58,41,60,55,58,58,51,94,36,60,40,51,54,46,46,N/A,63,22,N/A,72,88,94,91,64,98,68,61,42,93,69,37,40,37,37,57,84,63,86,92,67,37,N/A,48,41
2/16/2015,45,38,N/A,N/A,N/A,56,N/A,56,21,N/A,57,57,N/A,60,23,25,42,N/A,48,58,62,43,59,51,61,69,50,99,17,55,38,58,63,48,51,N/A,71,21,N/A,87,93,130,120,75,141,68,48,45,100,82,50,33,33,32,69,57,70,108,111,80,50,N/A,60,54
2/17/2015,47,40,N/A,N/A,N/A,54,N/A,56,21,N/A,55,52,N/A,56,21,24,44,N/A,53,66,57,39,55,50,61,67,52,121,18,55,35,58,59,47,55,N/A,67,21,N/A,77,74,109,100,69,123,77,43,N/A,49,85,56,35,27,27,65,62,61,N/A,107,68,48,N/A,52,64
2/18/2015,46,38,N/A,N/A,N/A,45,N/A,45,20,N/A,44,45,55,45,17,19,35,N/A,42,58,51,36,51,43,54,63,42,153,17,44,29,52,49,41,46,N/A,58,19,N/A,68,76,100,87,64,111,62,39,N/A,66,88,50,27,25,23,56,80,64,80,102,59,42,N/A,50,52
2/19/2015,N/A,29,N/A,N/A,N/A,41,35,45,20,N/A,40,42,62,46,16,18,35,N/A,40,50,48,31,49,38,50,55,39,109,13,42,26,33,40,32,N/A,N/A,40,18,N/A,69,73,105,74,52,102,62,36,N/A,43,66,32,24,23,27,60,73,58,70,77,56,38,N/A,57,43
2/20/2015,26,28,N/A,N/A,N/A,36,40,41,19,N/A,39,35,48,43,17,18,40,N/A,43,41,40,26,48,34,39,49,53,81,14,34,13,28,37,31,33,N/A,36,18,N/A,57,66,88,83,51,66,52,38,N/A,58,61,33,27,21,24,50,53,46,67,63,55,37,N/A,54,34
2/21/2015,20,24,N/A,N/A,N/A,31,30,35,18,N/A,29,32,42,37,14,19,38,N/A,33,48,37,28,50,31,44,44,28,91,13,35,17,28,32,28,27,N/A,36,17,N/A,62,71,66,47,46,62,41,39,N/A,62,58,33,35,28,25,60,71,49,72,49,53,26,N/A,49,N/A
2/22/2015,20,22,N/A,N/A,N/A,29,25,28,17,N/A,28,31,43,34,15,15,26,N/A,30,41,37,23,41,25,52,38,24,72,11,38,20,29,34,26,28,N/A,34,16,N/A,83,88,125,77,58,87,37,33,27,40,45,32,27,25,26,69,87,47,80,69,72,31,N/A,57,35
2/23/2015,21,29,N/A,N/A,N/A,34,28,37,17,N/A,32,32,42,37,15,17,39,N/A,34,46,37,26,57,30,38,52,29,94,12,43,20,41,40,31,37,N/A,39,21,N/A,84,95,131,77,64,77,55,31,23,46,N/A,38,27,22,29,74,74,58,68,71,86,34,N/A,56,47
2/24/2015,29,38,N/A,N/A,N/A,40,36,48,19,N/A,39,38,44,43,16,19,38,N/A,41,64,45,34,50,25,51,68,39,109,15,42,29,39,36,31,36,N/A,44,19,N/A,70,72,136,79,94,125,84,42,37,69,N/A,44,28,21,29,72,68,66,80,88,85,37,N/A,74,45
2/25/2015,24,31,N/A,N/A,N/A,36,31,42,19,N/A,35,38,45,39,15,17,40,N/A,40,53,39,32,45,33,39,55,33,100,14,46,23,46,N/A,27,35,N/A,46,20,N/A,86,81,133,N/A,113,144,65,39,N/A,77,N/A,42,26,23,30,74,68,66,89,113,88,36,N/A,66,42
2/26/2015,26,31,N/A,N/A,N/A,35,31,41,19,N/A,33,36,47,40,15,16,40,N/A,38,49,41,33,51,31,36,49,31,64,14,39,23,41,35,31,35,N/A,42,17,N/A,85,76,121,N/A,138,98,66,44,N/A,94,N/A,40,28,22,30,68,77,75,76,102,103,36,N/A,69,40
2/27/2015,25,30,N/A,N/A,N/A,35,31,37,18,N/A,35,36,50,41,15,17,32,N/A,42,53,43,31,54,28,43,53,34,N/A,14,50,21,43,36,32,37,N/A,45,18,N/A,91,94,146,110,120,113,76,36,N/A,102,N/A,45,23,22,29,59,N/A,80,83,103,125,40,N/A,62,N/A
2/28/2015,23,28,N/A,N/A,N/A,36,35,34,18,N/A,38,36,53,39,15,16,40,N/A,35,53,36,28,40,31,48,49,43,69,15,43,21,37,38,26,30,N/A,47,18,N/A,90,109,153,113,153,105,74,33,N/A,107,N/A,41,24,24,28,74,N/A,70,108,145,106,41,74,73,42
3/1/2015,18,17,N/A,N/A,N/A,31,26,26,17,N/A,34,33,47,31,12,14,31,N/A,33,40,30,20,36,28,41,47,37,N/A,13,42,15,37,29,22,27,N/A,38,17,N/A,147,163,199,166,283,225,80,34,N/A,113,N/A,40,23,19,20,78,N/A,77,176,209,103,48,80,82,32
3/2/2015,24,31,N/A,N/A,N/A,33,32,44,19,N/A,35,36,44,43,16,19,42,N/A,41,53,44,28,58,22,35,45,34,71,12,54,23,37,28,29,33,N/A,34,17,N/A,157,184,229,189,197,217,65,38,N/A,68,N/A,41,30,28,22,97,132,126,185,176,143,35,84,78,56
3/3/2015,26,30,N/A,N/A,N/A,36,35,39,18,N/A,34,41,54,40,16,17,36,N/A,30,54,42,32,45,30,48,47,33,58,12,54,25,38,31,29,28,N/A,35,18,N/A,138,152,141,76,102,91,71,43,N/A,92,N/A,38,35,23,28,109,220,118,128,91,126,32,N/A,102,43
3/4/2015,33,31,N/A,N/A,N/A,40,33,40,19,N/A,36,37,48,42,16,18,36,N/A,55,55,38,31,44,32,45,46,38,69,14,47,28,37,26,25,29,N/A,41,20,N/A,86,96,123,96,139,97,65,45,32,88,N/A,36,31,26,38,108,199,85,67,94,126,34,N/A,91,34
3/5/2015,34,42,N/A,N/A,N/A,49,38,50,20,N/A,44,48,55,54,18,20,38,N/A,50,62,46,36,55,39,61,55,43,83,18,51,29,40,38,30,39,N/A,49,23,N/A,79,81,94,85,115,87,75,48,32,99,N/A,38,31,30,38,90,N/A,91,54,103,98,40,N/A,85,42
3/6/2015,29,33,N/A,N/A,N/A,43,37,43,20,N/A,37,40,51,42,15,17,32,N/A,34,52,42,30,47,38,43,48,38,68,14,48,27,37,33,27,33,N/A,47,22,N/A,108,109,157,129,198,149,75,55,36,86,N/A,38,29,23,33,105,191,118,81,148,131,31,N/A,95,37
3/7/2015,25,28,N/A,N/A,N/A,38,34,39,18,N/A,34,34,45,37,14,15,18,N/A,34,48,36,27,41,30,38,49,35,68,13,41,22,33,33,24,29,N/A,38,16,N/A,110,111,141,116,146,99,61,44,40,80,N/A,38,26,23,24,145,103,101,88,116,151,39,113,117,35
3/8/2015,17,21,N/A,N/A,N/A,29,24,23,16,N/A,24,19,42,25,11,12,10,N/A,27,38,28,18,32,22,33,40,24,63,11,37,15,33,31,19,21,N/A,33,16,N/A,108,121,122,101,130,87,55,34,N/A,89,N/A,33,21,19,21,142,133,113,94,113,136,38,N/A,144,25
3/9/2015,20,25,N/A,N/A,N/A,35,30,N/A,18,N/A,30,23,44,35,13,14,12,N/A,35,44,34,25,43,29,50,43,28,91,13,39,19,37,36,27,33,N/A,41,17,N/A,204,208,146,107,137,103,58,N/A,N/A,92,N/A,36,24,24,29,N/A,190,117,124,104,177,35,N/A,128,34
3/10/2015,29,30,N/A,N/A,N/A,41,32,N/A,18,N/A,37,N/A,48,40,15,16,15,N/A,43,53,39,31,44,27,54,56,35,95,14,47,26,45,32,30,38,N/A,50,18,N/A,233,246,163,113,112,99,68,N/A,N/A,99,N/A,36,27,22,26,201,249,115,168,110,190,39,N/A,147,N/A
3/11/2015,27,33,N/A,N/A,N/A,41,34,N/A,19,N/A,35,N/A,48,40,15,17,12,N/A,38,61,41,32,50,36,61,52,41,85,14,49,24,43,33,30,37,N/A,46,17,N/A,181,188,106,90,107,99,76,N/A,N/A,87,N/A,40,33,25,28,194,265,100,106,99,162,46,N/A,164,54
3/12/2015,37,39,N/A,N/A,N/A,50,40,50,21,N/A,44,N/A,55,49,18,18,13,N/A,43,62,51,39,61,41,55,58,44,82,15,51,32,55,44,38,48,N/A,55,20,N/A,141,150,100,91,98,93,71,N/A,N/A,105,N/A,46,32,25,26,157,222,86,100,105,114,43,N/A,140,48
