Date,02T,03T(เก่า),03T(ใหม่),05T,07T,10T,11T,12T,15T,59T,61T,48T,49T,50T,52T,53T,54T,08T,13T,14T,16T,17T,18T,19T,20T,21T,22T,24T,25T,26T,27T,28T,29T,30T,31T,32T,33T,34T(เก่า),34T(ใหม่),35T,36T,37A,38A,39T,40T,41T,42T,43T,46T,47T,60T,62T,63T,44T,57T,58T,67T,68T,69T,70T,71T,72T,73T,74T
10/20/2015,47,N/A,51,37,N/A,48,48,54,24,65,55,N/A,73,N/A,26,N/A,58,N/A,64,47,N/A,35,45,31,63,66,N/A,179,64,N/A,39,36,38,109,32,40,59,N/A,45,26,27,33,31,27,32,65,42,37,72,72,47,88,124,147,N/A,N/A,27,24,36,14,62,40,N/A,46
10/21/2015,33,N/A,36,33,N/A,36,36,44,19,39,42,N/A,59,N/A,20,N/A,62,N/A,48,36,39,26,37,30,41,32,N/A,179,55,N/A,30,36,39,35,33,31,56,N/A,29,23,35,25,16,15,19,53,136,89,67,68,37,105,157,302,N/A,N/A,34,20,25,16,48,27,N/A,32
10/22/2015,49,N/A,67,57,N/A,N/A,40,56,25,61,46,N/A,91,N/A,23,N/A,97,N/A,61,34,61,53,72,68,45,50,N/A,201,67,51,69,30,48,37,37,N/A,55,N/A,56,29,36,27,24,21,30,46,153,66,73,63,40,130,179,323,N/A,N/A,27,28,27,17,49,38,N/A,39
10/23/2015,64,N/A,98,68,N/A,N/A,57,73,30,69,69,N/A,99,N/A,32,N/A,98,N/A,67,64,85,62,85,82,47,59,N/A,162,73,68,111,53,77,44,57,N/A,71,N/A,68,28,41,31,27,21,37,57,91,41,92,72,52,135,125,206,N/A,N/A,31,30,37,22,52,44,N/A,46
10/24/2015,62,N/A,87,52,N/A,N/A,52,67,28,64,53,N/A,71,N/A,32,N/A,70,N/A,68,71,69,56,71,57,59,69,N/A,145,72,77,83,38,50,44,38,53,54,N/A,56,30,44,43,34,32,41,63,67,107,71,65,45,96,100,104,N/A,N/A,40,35,44,28,41,59,N/A,29
10/25/2015,44,N/A,65,44,N/A,N/A,36,47,23,44,47,N/A,50,N/A,23,N/A,61,N/A,41,32,59,44,57,50,49,60,N/A,139,66,72,65,39,60,44,44,47,66,N/A,50,42,64,49,39,38,50,66,52,34,54,53,43,30,37,56,N/A,N/A,42,51,51,35,31,47,N/A,39
10/26/2015,48,N/A,72,47,N/A,N/A,45,51,26,47,49,N/A,58,N/A,22,N/A,67,N/A,55,50,59,44,64,56,54,55,N/A,N/A,56,74,84,46,55,77,49,53,65,N/A,49,43,66,47,36,30,46,59,37,17,55,53,43,18,21,29,N/A,N/A,49,44,48,34,50,42,N/A,N/A
10/27/2015,43,N/A,78,40,N/A,36,39,55,25,42,43,N/A,69,N/A,22,N/A,69,N/A,48,44,57,42,60,46,41,38,N/A,N/A,51,58,82,26,37,22,31,39,42,N/A,41,38,56,44,30,25,46,51,27,17,49,49,42,25,28,31,N/A,N/A,32,43,43,28,38,38,N/A,42
10/28/2015,44,N/A,67,48,N/A,36,36,51,24,61,47,N/A,71,N/A,23,N/A,70,N/A,47,23,52,45,60,43,38,30,N/A,152,45,51,55,30,50,27,40,40,48,N/A,40,38,49,41,26,18,40,32,36,13,40,43,31,16,25,22,N/A,33,32,33,46,27,32,39,N/A,35
10/29/2015,43,N/A,79,48,N/A,37,32,55,25,52,45,N/A,68,N/A,24,N/A,78,N/A,58,22,65,51,71,55,44,28,N/A,153,42,61,82,43,70,33,58,58,67,N/A,46,30,38,35,24,22,33,48,34,13,43,39,43,16,13,N/A,36,N/A,26,34,43,29,26,34,35,51
10/30/2015,53,N/A,84,42,N/A,31,31,56,26,46,42,N/A,49,N/A,26,N/A,62,N/A,47,45,60,45,64,N/A,38,37,N/A,146,49,62,79,46,74,38,60,63,92,N/A,49,24,33,35,21,24,36,31,41,21,45,39,36,19,20,28,30,15,23,31,41,24,34,28,26,51
10/31/2015,39,N/A,56,38,N/A,27,31,45,23,37,33,N/A,46,N/A,18,N/A,54,N/A,43,25,50,35,49,N/A,37,36,N/A,128,50,59,64,43,65,36,48,41,96,N/A,46,24,37,26,24,22,32,32,36,14,37,38,33,19,21,22,30,18,23,36,41,22,32,33,24,40
11/1/2015,29,N/A,42,32,N/A,29,27,28,20,36,35,N/A,51,N/A,15,N/A,64,N/A,42,23,44,29,66,N/A,N/A,50,N/A,91,43,57,55,37,62,32,52,33,61,N/A,35,20,35,27,19,23,30,N/A,N/A,N/A,35,35,33,20,14,22,25,13,20,32,35,21,34,22,23,43
11/2/2015,33,N/A,49,31,N/A,25,30,35,21,38,33,N/A,44,N/A,17,N/A,51,N/A,39,20,43,29,54,N/A,N/A,33,N/A,69,38,62,49,32,41,25,33,35,55,N/A,34,21,30,27,14,17,31,N/A,N/A,N/A,32,27,25,18,21,23,20,18,24,27,37,16,35,24,14,N/A
11/3/2015,36,N/A,60,40,N/A,31,31,43,23,38,43,N/A,52,N/A,18,N/A,71,N/A,45,27,52,33,57,N/A,N/A,37,N/A,105,47,54,82,34,34,27,30,35,38,N/A,38,12,19,22,16,13,25,35,N/A,N/A,30,36,28,14,18,24,15,11,19,22,34,13,38,28,18,N/A
11/4/2015,46,N/A,83,55,N/A,42,40,57,25,52,56,N/A,63,N/A,24,N/A,81,N/A,51,31,74,50,77,N/A,N/A,45,N/A,108,51,60,86,34,51,26,40,44,99,N/A,39,15,24,26,16,19,26,40,N/A,N/A,39,46,28,14,18,20,16,17,23,25,33,14,41,32,25,N/A
11/5/2015,60,N/A,86,47,N/A,36,38,52,26,61,45,N/A,66,N/A,30,N/A,76,N/A,69,55,60,43,69,N/A,N/A,47,N/A,146,47,63,88,42,53,33,49,N/A,120,N/A,45,20,35,27,15,16,31,N/A,N/A,N/A,41,52,39,14,19,22,22,N/A,21,29,40,14,39,31,23,N/A
11/6/2015,68,N/A,92,47,N/A,53,54,67,27,89,70,N/A,84,N/A,33,N/A,93,N/A,62,50,71,53,78,N/A,N/A,N/A,N/A,140,50,66,91,28,43,29,30,47,82,N/A,47,25,35,26,19,15,33,N/A,N/A,8,32,46,29,12,10,21,22,17,18,30,37,17,29,31,30,N/A
11/7/2015,32,N/A,38,23,N/A,21,21,35,21,32,24,N/A,41,N/A,13,N/A,51,N/A,36,27,N/A,26,42,N/A,N/A,N/A,N/A,121,44,54,52,19,31,19,21,29,39,N/A,28,23,34,28,23,14,32,N/A,N/A,12,22,24,18,15,8,36,22,17,21,30,36,18,25,21,31,30
11/8/2015,41,N/A,58,28,N/A,22,26,39,21,N/A,29,N/A,56,N/A,21,N/A,55,N/A,N/A,22,40,35,53,N/A,N/A,N/A,N/A,86,32,50,53,24,34,19,23,21,37,N/A,29,20,30,24,18,13,41,N/A,N/A,12,23,25,N/A,23,16,34,N/A,19,18,31,34,19,30,22,26,25
11/9/2015,32,N/A,53,35,N/A,30,25,33,20,45,37,N/A,49,N/A,18,N/A,62,N/A,38,23,47,36,46,N/A,N/A,N/A,N/A,131,36,48,65,26,35,19,26,39,73,N/A,29,27,38,27,15,13,28,N/A,N/A,17,31,36,33,25,18,38,N/A,19,19,30,33,22,30,24,35,N/A
11/10/2015,37,N/A,62,39,N/A,30,31,47,22,56,40,N/A,56,N/A,20,17,67,N/A,48,25,53,38,52,N/A,N/A,N/A,N/A,N/A,31,46,76,38,54,26,43,34,81,N/A,34,20,27,20,19,15,27,N/A,N/A,10,33,27,27,18,14,23,N/A,18,16,23,37,13,30,48,32,N/A
11/11/2015,41,N/A,62,28,N/A,25,27,36,22,57,32,N/A,53,N/A,19,16,60,N/A,36,28,51,32,43,N/A,N/A,N/A,N/A,N/A,43,51,74,44,62,31,45,34,115,N/A,34,18,39,22,15,16,22,N/A,N/A,12,36,42,28,17,15,21,N/A,14,23,17,27,14,37,31,30,N/A
11/12/2015,38,N/A,60,34,N/A,28,33,43,22,49,35,N/A,N/A,N/A,20,16,70,N/A,46,32,47,34,49,N/A,34,N/A,N/A,225,37,55,83,39,55,30,42,43,95,N/A,38,15,24,23,20,18,28,N/A,N/A,12,40,44,34,22,19,31,N/A,N/A,25,17,39,10,35,40,30,47
11/13/2015,50,N/A,72,51,N/A,43,41,55,26,68,57,N/A,N/A,N/A,30,22,75,N/A,61,60,59,43,68,N/A,47,N/A,N/A,144,47,57,71,34,65,32,43,61,72,N/A,59,18,26,22,20,14,24,N/A,N/A,14,43,36,38,19,14,28,N/A,30,23,19,29,7,27,29,23,39
11/14/2015,57,N/A,81,57,N/A,40,39,59,27,62,49,N/A,N/A,N/A,29,21,64,N/A,65,58,72,57,68,N/A,42,N/A,N/A,158,44,50,57,36,58,28,42,47,68,N/A,50,18,39,28,24,18,31,N/A,N/A,11,38,43,N/A,14,14,28,N/A,N/A,25,25,N/A,13,27,21,26,34
11/15/2015,57,N/A,75,43,N/A,48,37,50,26,104,54,N/A,N/A,N/A,32,28,69,N/A,56,36,56,42,49,N/A,47,43,N/A,148,42,40,37,30,61,28,36,24,40,N/A,35,21,34,25,28,21,31,50,N/A,10,33,33,N/A,17,16,28,N/A,11,26,29,N/A,16,19,27,27,28
11/16/2015,44,N/A,60,39,N/A,37,42,N/A,23,59,46,N/A,N/A,N/A,26,19,75,N/A,56,43,50,40,58,N/A,43,43,N/A,140,40,45,36,30,55,32,36,36,32,N/A,38,19,58,29,28,21,34,53,N/A,11,N/A,40,24,24,16,33,N/A,15,26,28,N/A,17,34,50,22,38
11/17/2015,29,N/A,33,31,N/A,36,31,N/A,20,46,37,N/A,N/A,N/A,17,17,62,N/A,40,30,48,31,42,N/A,45,51,N/A,196,39,46,33,28,64,35,42,35,36,N/A,32,20,31,22,21,15,42,57,N/A,16,41,35,27,23,15,27,N/A,15,21,31,N/A,15,27,36,28,36
11/18/2015,43,N/A,65,39,N/A,38,30,N/A,24,42,41,N/A,N/A,N/A,22,16,60,N/A,52,39,41,37,51,N/A,50,58,N/A,166,54,58,43,30,53,25,41,40,35,N/A,37,26,43,27,27,20,36,N/A,N/A,11,37,53,30,18,17,21,27,17,22,30,N/A,17,33,38,29,35
11/19/2015,47,N/A,76,47,N/A,56,48,N/A,23,73,57,N/A,N/A,N/A,25,N/A,78,N/A,49,31,60,45,60,N/A,40,45,N/A,181,51,64,93,32,52,52,41,49,37,N/A,45,27,39,31,21,15,34,N/A,N/A,N/A,37,48,35,17,15,28,28,17,29,33,N/A,19,38,28,28,N/A
11/20/2015,43,N/A,66,44,N/A,45,39,N/A,23,67,48,N/A,N/A,N/A,23,16,79,N/A,57,19,52,40,55,N/A,33,48,N/A,198,60,55,87,41,58,58,43,45,36,N/A,52,24,31,27,21,15,31,N/A,N/A,N/A,33,46,31,24,15,24,29,18,24,34,N/A,22,37,31,28,N/A
11/21/2015,45,N/A,77,42,N/A,49,41,N/A,25,69,52,N/A,N/A,N/A,26,18,78,N/A,47,39,N/A,48,57,N/A,33,55,N/A,172,52,62,96,35,75,35,53,32,45,N/A,36,19,27,23,26,17,36,56,N/A,N/A,34,48,27,23,17,29,30,16,19,31,N/A,18,31,29,23,N/A
11/22/2015,42,N/A,71,37,N/A,43,35,N/A,24,52,43,N/A,N/A,N/A,23,18,65,N/A,43,26,N/A,38,48,N/A,N/A,60,N/A,142,48,59,N/A,30,N/A,62,44,24,37,N/A,36,18,24,24,26,14,38,42,N/A,N/A,28,35,31,13,13,23,29,15,25,32,N/A,19,38,29,26,N/A
11/23/2015,50,N/A,85,36,N/A,44,35,N/A,26,61,47,N/A,N/A,N/A,25,20,73,N/A,52,40,55,44,47,N/A,N/A,58,N/A,137,43,61,N/A,37,N/A,N/A,43,41,37,N/A,37,23,33,27,26,15,26,55,N/A,N/A,33,39,33,19,16,20,23,16,25,32,N/A,21,36,28,23,N/A
11/24/2015,48,N/A,82,52,N/A,48,45,N/A,25,62,53,N/A,N/A,N/A,25,21,77,N/A,50,32,64,50,55,N/A,N/A,74,N/A,157,47,59,N/A,45,N/A,N/A,51,48,45,N/A,47,29,37,30,26,20,N/A,55,N/A,N/A,34,40,38,26,18,22,25,16,22,37,N/A,22,45,30,28,N/A
11/25/2015,43,N/A,64,40,N/A,40,38,N/A,25,56,43,N/A,N/A,N/A,21,17,78,N/A,49,N/A,53,39,55,N/A,N/A,62,N/A,136,71,66,90,44,44,N/A,N/A,38,44,N/A,47,34,45,36,25,18,N/A,63,N/A,N/A,36,46,N/A,33,26,27,32,19,23,39,N/A,26,48,35,33,47
11/26/2015,46,N/A,57,34,N/A,37,32,N/A,22,37,36,N/A,N/A,N/A,19,16,56,N/A,42,N/A,49,35,49,N/A,N/A,N/A,N/A,112,50,57,73,30,32,N/A,N/A,34,34,N/A,34,36,43,32,27,24,32,63,N/A,N/A,30,39,N/A,37,28,N/A,31,19,28,35,35,23,42,32,37,38
11/27/2015,39,N/A,35,31,N/A,33,26,N/A,19,31,32,N/A,N/A,N/A,14,14,41,N/A,35,N/A,35,28,40,N/A,N/A,N/A,N/A,93,43,73,66,31,27,N/A,N/A,30,29,N/A,31,38,49,31,27,26,33,46,N/A,16,28,33,N/A,17,14,N/A,40,19,21,29,37,20,32,27,33,40
11/28/2015,37,N/A,58,43,N/A,46,31,N/A,21,39,48,N/A,N/A,N/A,19,20,60,N/A,45,N/A,N/A,37,49,N/A,N/A,N/A,N/A,129,58,72,107,30,21,N/A,N/A,34,37,N/A,41,30,43,33,29,26,33,51,N/A,N/A,39,40,31,21,17,N/A,42,21,22,39,41,25,39,30,45,N/A
11/29/2015,49,N/A,77,42,N/A,49,42,N/A,25,53,54,N/A,N/A,N/A,23,20,65,N/A,50,N/A,N/A,44,56,N/A,N/A,N/A,N/A,116,56,69,96,33,25,N/A,N/A,39,N/A,N/A,43,28,42,36,28,26,31,66,N/A,9,N/A,40,32,24,15,N/A,35,21,22,36,45,32,40,41,31,59
11/30/2015,54,N/A,95,59,N/A,62,47,N/A,N/A,67,65,N/A,N/A,N/A,28,20,82,N/A,60,N/A,N/A,53,70,N/A,N/A,N/A,N/A,137,52,67,95,51,25,N/A,N/A,47,N/A,N/A,49,32,47,37,N/A,26,34,64,N/A,N/A,N/A,45,30,18,16,N/A,36,19,28,40,48,31,43,47,48,N/A
12/1/2015,58,N/A,78,51,N/A,57,53,N/A,N/A,77,56,N/A,N/A,N/A,26,N/A,82,N/A,60,N/A,N/A,49,66,N/A,N/A,73,N/A,158,67,52,83,43,24,N/A,N/A,46,N/A,N/A,46,37,49,40,N/A,30,40,71,N/A,13,N/A,52,33,24,20,N/A,39,18,26,45,53,27,38,36,49,N/A
12/2/2015,N/A,N/A,25,25,N/A,34,30,N/A,N/A,54,36,N/A,N/A,N/A,16,N/A,43,N/A,34,N/A,N/A,24,36,N/A,N/A,67,N/A,124,44,45,22,28,22,N/A,N/A,31,32,N/A,32,29,42,35,N/A,27,55,79,N/A,N/A,N/A,60,30,37,20,N/A,39,16,32,38,54,31,37,45,45,27
12/3/2015,N/A,N/A,49,35,N/A,32,25,N/A,N/A,N/A,33,N/A,N/A,N/A,15,N/A,49,N/A,34,21,N/A,35,48,N/A,N/A,27,N/A,87,34,47,52,25,23,N/A,N/A,30,35,N/A,43,30,37,26,N/A,25,33,49,N/A,16,N/A,49,N/A,38,25,N/A,41,30,31,30,59,28,33,47,50,30
12/4/2015,N/A,N/A,59,46,N/A,43,39,N/A,N/A,37,45,N/A,N/A,N/A,21,N/A,67,N/A,44,37,N/A,44,64,N/A,N/A,44,68,147,44,40,57,43,25,N/A,N/A,61,57,N/A,54,26,30,15,14,14,23,45,N/A,N/A,N/A,43,N/A,28,22,N/A,28,29,13,23,38,25,34,40,23,37
12/5/2015,45,N/A,66,43,N/A,50,37,N/A,N/A,43,46,N/A,N/A,N/A,24,N/A,57,N/A,44,21,N/A,43,56,N/A,N/A,53,77,111,54,56,55,34,25,N/A,N/A,42,44,N/A,46,16,21,10,18,30,20,34,N/A,11,N/A,54,51,34,18,N/A,15,19,15,17,22,9,46,19,20,30
12/6/2015,42,N/A,56,37,N/A,43,40,N/A,N/A,43,45,N/A,N/A,N/A,21,N/A,52,N/A,42,18,N/A,39,53,N/A,N/A,41,67,71,46,27,50,39,25,N/A,N/A,35,40,N/A,39,19,27,24,19,16,23,41,N/A,N/A,N/A,32,37,31,17,N/A,22,22,15,24,30,16,40,21,24,38
12/7/2015,43,N/A,61,33,N/A,41,35,N/A,N/A,43,43,N/A,N/A,N/A,22,N/A,49,N/A,38,22,N/A,37,47,N/A,N/A,37,63,84,46,48,57,34,22,N/A,N/A,33,37,N/A,37,21,33,25,19,17,25,45,N/A,18,N/A,35,27,48,23,N/A,30,N/A,21,22,26,16,35,25,33,34
12/8/2015,N/A,N/A,76,43,N/A,48,44,N/A,N/A,50,55,N/A,N/A,N/A,22,N/A,70,N/A,46,40,N/A,45,62,N/A,N/A,45,69,114,55,55,77,41,24,N/A,N/A,49,45,N/A,43,29,N/A,28,22,18,25,48,N/A,N/A,N/A,40,32,63,N/A,N/A,54,N/A,36,30,42,14,39,31,46,44
12/9/2015,N/A,N/A,86,80,N/A,62,54,N/A,N/A,54,71,N/A,N/A,N/A,29,N/A,92,N/A,61,44,N/A,71,111,N/A,N/A,63,83,163,66,61,93,56,28,N/A,N/A,54,68,N/A,61,28,37,32,28,23,40,76,N/A,11,N/A,59,54,25,N/A,N/A,42,N/A,29,36,43,28,55,40,27,54
12/10/2015,87,N/A,91,73,N/A,81,67,N/A,N/A,74,85,N/A,N/A,N/A,37,N/A,114,N/A,82,65,N/A,79,97,N/A,N/A,83,108,196,63,60,N/A,78,42,N/A,N/A,85,88,N/A,73,25,35,23,23,N/A,30,86,N/A,N/A,N/A,60,46,32,N/A,N/A,40,N/A,31,45,N/A,33,51,47,37,83
12/11/2015,61,N/A,66,54,N/A,72,58,N/A,N/A,59,75,N/A,N/A,N/A,27,N/A,82,N/A,71,56,N/A,54,68,N/A,N/A,96,103,215,82,54,N/A,71,46,N/A,N/A,76,91,N/A,70,34,48,31,23,21,41,75,N/A,N/A,N/A,72,45,31,N/A,N/A,39,25,36,45,N/A,26,57,44,43,67
12/12/2015,35,N/A,22,35,N/A,40,31,N/A,N/A,29,41,N/A,N/A,N/A,15,N/A,50,N/A,41,42,N/A,37,35,N/A,N/A,78,61,188,72,48,N/A,47,27,N/A,N/A,39,56,N/A,38,41,58,36,27,25,38,77,N/A,N/A,95,78,46,31,N/A,37,45,30,37,59,N/A,28,62,55,50,44
12/13/2015,30,N/A,33,26,N/A,40,28,N/A,N/A,29,39,N/A,N/A,N/A,16,N/A,48,N/A,35,N/A,N/A,30,32,N/A,N/A,66,65,N/A,N/A,39,N/A,53,24,N/A,N/A,30,46,N/A,31,36,55,33,34,25,47,86,N/A,N/A,80,80,41,28,N/A,35,41,N/A,36,52,N/A,43,52,45,39,41
12/14/2015,56,N/A,99,60,N/A,67,50,N/A,N/A,56,70,N/A,N/A,N/A,29,N/A,94,N/A,67,N/A,N/A,57,64,N/A,N/A,93,92,N/A,N/A,70,N/A,77,26,N/A,N/A,59,67,N/A,64,40,54,47,51,N/A,54,93,N/A,16,87,102,N/A,38,N/A,42,51,N/A,35,58,N/A,50,58,49,55,48
12/15/2015,105,N/A,149,108,N/A,111,76,114,N/A,89,110,N/A,N/A,N/A,47,N/A,135,N/A,100,N/A,N/A,112,124,N/A,N/A,113,126,227,89,98,N/A,94,48,N/A,N/A,118,103,N/A,113,43,61,51,42,36,50,95,N/A,N/A,70,87,81,40,N/A,42,49,N/A,37,51,N/A,50,57,58,48,92
12/16/2015,69,N/A,93,57,N/A,63,48,86,N/A,54,64,N/A,N/A,N/A,26,N/A,78,N/A,59,N/A,N/A,64,81,N/A,N/A,96,80,157,67,102,N/A,66,N/A,N/A,N/A,69,63,N/A,84,49,65,61,51,41,60,91,62,N/A,40,50,50,41,N/A,56,60,N/A,44,55,N/A,52,60,44,66,69
12/17/2015,49,N/A,57,25,N/A,35,25,49,N/A,31,37,N/A,N/A,N/A,17,N/A,44,N/A,34,N/A,N/A,33,47,N/A,N/A,62,56,95,50,79,N/A,48,N/A,N/A,N/A,41,48,N/A,46,46,58,52,45,32,54,53,51,N/A,41,37,34,34,34,34,32,N/A,24,45,N/A,N/A,42,28,30,39
12/18/2015,55,N/A,63,43,N/A,49,38,51,N/A,46,49,N/A,N/A,N/A,20,N/A,66,N/A,47,N/A,N/A,40,59,N/A,N/A,79,70,125,47,84,N/A,52,N/A,N/A,N/A,40,57,N/A,47,37,46,29,32,23,32,64,N/A,N/A,45,56,42,34,27,37,17,N/A,24,29,N/A,N/A,51,45,27,38
12/19/2015,56,N/A,98,48,N/A,59,47,57,N/A,59,59,N/A,N/A,N/A,27,N/A,81,N/A,55,N/A,N/A,51,71,N/A,N/A,81,84,140,39,77,N/A,62,N/A,N/A,N/A,N/A,56,N/A,56,41,51,41,40,24,41,71,N/A,N/A,53,46,45,52,51,75,21,N/A,27,32,N/A,N/A,55,47,25,45
12/20/2015,59,N/A,90,51,N/A,72,53,60,N/A,65,67,N/A,N/A,N/A,28,N/A,86,N/A,58,N/A,N/A,56,70,N/A,N/A,84,87,165,45,69,N/A,74,N/A,N/A,N/A,52,58,N/A,61,34,53,42,43,29,39,82,N/A,25,56,63,51,44,44,71,30,N/A,31,42,N/A,30,59,37,31,49
12/21/2015,62,N/A,95,55,N/A,70,60,67,N/A,65,71,N/A,N/A,N/A,28,N/A,92,N/A,59,N/A,N/A,59,83,N/A,N/A,75,86,145,51,73,N/A,81,N/A,N/A,N/A,72,69,N/A,72,40,65,43,40,24,42,86,N/A,N/A,58,67,48,35,41,75,39,N/A,33,39,N/A,40,62,46,38,59
12/22/2015,64,N/A,102,64,N/A,70,59,66,N/A,67,70,N/A,N/A,N/A,29,N/A,101,N/A,61,N/A,N/A,57,73,N/A,N/A,74,83,154,64,69,N/A,88,N/A,N/A,N/A,78,72,N/A,71,38,58,51,47,23,46,73,N/A,N/A,69,63,47,31,34,52,47,N/A,32,45,N/A,42,59,45,39,54
12/23/2015,69,N/A,100,67,N/A,73,58,70,N/A,72,74,N/A,N/A,N/A,31,N/A,103,N/A,69,N/A,N/A,63,81,90,N/A,88,94,237,67,88,N/A,82,N/A,N/A,N/A,70,70,N/A,75,26,42,44,36,26,40,78,N/A,17,69,66,44,18,23,43,41,N/A,32,39,N/A,44,64,42,41,43
12/24/2015,52,N/A,69,45,N/A,56,44,52,N/A,49,58,N/A,N/A,N/A,25,N/A,72,N/A,50,N/A,N/A,43,59,61,N/A,74,76,233,92,59,N/A,67,N/A,N/A,N/A,70,48,N/A,74,N/A,45,54,39,32,54,84,28,N/A,76,62,72,27,27,36,41,N/A,30,48,N/A,45,62,49,37,53
12/25/2015,40,N/A,41,22,N/A,42,32,38,N/A,38,41,N/A,N/A,N/A,18,N/A,57,N/A,46,N/A,N/A,33,42,38,N/A,63,67,172,63,54,N/A,53,25,45,N/A,47,45,N/A,44,N/A,47,48,47,38,56,79,34,20,64,71,46,41,31,44,55,N/A,34,50,N/A,48,N/A,36,43,34
12/26/2015,43,N/A,42,44,N/A,48,34,59,N/A,40,48,N/A,N/A,N/A,22,N/A,63,N/A,55,N/A,N/A,43,54,48,N/A,86,69,165,47,51,N/A,51,27,40,N/A,44,50,N/A,50,37,44,45,48,34,52,76,N/A,N/A,42,56,34,43,35,51,48,N/A,37,39,N/A,49,N/A,22,37,40
12/27/2015,45,N/A,51,41,N/A,58,35,53,N/A,46,56,N/A,N/A,N/A,22,N/A,69,N/A,52,N/A,N/A,48,59,48,N/A,110,79,180,57,71,N/A,62,31,52,N/A,56,57,N/A,53,25,36,45,42,38,45,77,N/A,N/A,47,58,49,59,34,51,43,N/A,28,40,N/A,40,N/A,25,37,49
12/28/2015,57,N/A,71,50,N/A,58,49,67,N/A,50,59,N/A,N/A,N/A,23,N/A,77,N/A,58,N/A,N/A,55,80,72,N/A,84,70,138,89,84,N/A,68,39,54,60,65,57,N/A,63,43,57,52,50,36,49,73,N/A,N/A,43,52,49,94,52,65,N/A,N/A,31,42,N/A,32,N/A,31,50,58
12/29/2015,49,N/A,77,46,N/A,50,44,60,N/A,44,53,N/A,N/A,N/A,20,N/A,73,N/A,46,N/A,N/A,51,70,58,N/A,65,70,100,66,72,N/A,60,28,68,53,N/A,53,N/A,60,41,52,46,43,30,46,65,37,N/A,39,47,46,77,52,50,N/A,24,27,36,N/A,23,N/A,32,50,46
12/30/2015,49,N/A,65,50,N/A,53,47,53,N/A,48,55,N/A,N/A,N/A,20,N/A,69,N/A,51,N/A,N/A,46,67,61,N/A,74,69,83,71,83,69,59,26,74,49,46,49,N/A,61,43,56,40,49,26,42,66,41,N/A,33,45,43,61,50,51,40,30,26,42,N/A,25,N/A,31,42,52
12/31/2015,30,N/A,42,31,N/A,37,36,35,N/A,35,38,N/A,N/A,N/A,16,N/A,45,N/A,35,N/A,N/A,35,45,46,N/A,53,57,53,57,75,53,48,20,59,35,30,37,N/A,39,38,42,28,27,15,N/A,47,39,29,24,34,34,N/A,44,39,33,32,23,37,N/A,23,N/A,25,37,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
หมายเหตุ ,N/A : ไม่มีข้อมูล,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
